Block size, Scaling factor bitwidth, Quantisation bitwidth, Mean EVM, Compression rate
102400,16,14,0.156250,1.142844
102400,16,15,0.039049,1.066656
102400,16,16,0.009774,0.999990
153600,8,8,738.187760,1.999987
153600,9,8,738.187760,1.999985
153600,9,9,162.571913,1.777766
153600,10,8,738.187760,1.999984
153600,10,9,162.571913,1.777765
153600,10,10,40.063438,1.599990
153600,11,8,738.187760,1.999982
153600,11,9,162.571913,1.777764
153600,11,10,40.063438,1.599989
153600,11,11,10.008706,1.454536
153600,12,8,738.187760,1.999980
153600,12,9,162.571913,1.777762
153600,12,10,40.063438,1.599988
153600,12,11,10.008706,1.454535
153600,12,12,2.499233,1.333325
153600,13,8,738.187760,1.999979
153600,13,9,162.571913,1.777761
153600,13,10,40.063438,1.599986
153600,13,11,10.008706,1.454534
153600,13,12,2.499233,1.333324
153600,13,13,0.624967,1.230761
153600,14,8,738.187760,1.999977
153600,14,9,162.571913,1.777760
153600,14,10,40.063438,1.599985
153600,14,11,10.008706,1.454533
153600,14,12,2.499233,1.333323
153600,14,13,0.624967,1.230761
153600,14,14,0.156250,1.142850
153600,15,8,738.187760,1.999976
153600,15,9,162.571913,1.777758
153600,15,10,40.063438,1.599984
153600,15,11,10.008706,1.454533
153600,15,12,2.499233,1.333322
153600,15,13,0.624967,1.230760
153600,15,14,0.156250,1.142849
153600,15,15,0.039049,1.066660
153600,16,8,738.187760,1.999974
153600,16,9,162.571913,1.777757
153600,16,10,40.063438,1.599983
153600,16,11,10.008706,1.454532
153600,16,12,2.499233,1.333322
153600,16,13,0.624967,1.230759
153600,16,14,0.156250,1.142849
153600,16,15,0.039049,1.066659
153600,16,16,0.009774,0.999993
307200,8,8,738.186474,1.999993
307200,9,8,738.186474,1.999993
307200,9,9,162.571584,1.777772
307200,10,8,738.186474,1.999992
307200,10,9,162.571584,1.777771
307200,10,10,40.063374,1.599995
307200,11,8,738.186474,1.999991
307200,11,9,162.571584,1.777771
307200,11,10,40.063374,1.599994
307200,11,11,10.008702,1.454541
307200,12,8,738.186474,1.999990
307200,12,9,162.571584,1.777770
307200,12,10,40.063374,1.599994
307200,12,11,10.008702,1.454540
307200,12,12,2.499229,1.333329
307200,13,8,738.186474,1.999989
307200,13,9,162.571584,1.777769
307200,13,10,40.063374,1.599993
307200,13,11,10.008702,1.454540
307200,13,12,2.499229,1.333329
307200,13,13,0.624966,1.230765
307200,14,8,738.186474,1.999989
307200,14,9,162.571584,1.777769
307200,14,10,40.063374,1.599993
307200,14,11,10.008702,1.454539
307200,14,12,2.499229,1.333328
307200,14,13,0.624966,1.230765
307200,14,14,0.156250,1.142853
307200,15,8,738.186474,1.999988
307200,15,9,162.571584,1.777768
307200,15,10,40.063374,1.599992
307200,15,11,10.008702,1.454539
307200,15,12,2.499229,1.333328
307200,15,13,0.624966,1.230765
307200,15,14,0.156250,1.142853
307200,15,15,0.039049,1.066663
307200,16,8,738.186474,1.999987
307200,16,9,162.571584,1.777767
307200,16,10,40.063374,1.599992
307200,16,11,10.008702,1.454539
307200,16,12,2.499229,1.333328
307200,16,13,0.624966,1.230764
307200,16,14,0.156250,1.142853
307200,16,15,0.039049,1.066663
307200,16,16,0.009774,0.999997
